@relation 'KDDTrain20DOS-weka.filters.unsupervised.attribute.Remove-R4-8,10-19'
@attribute 'duration' real
@attribute 'src_bytes' real
@attribute 'dst_bytes' real
@attribute 'logged_in' {0,1}
@attribute 'count' real
@attribute 'srv_count' real
@attribute 'serror_rate' real
@attribute 'srv_serror_rate' real
@attribute 'rerror_rate' real
@attribute 'srv_rerror_rate' real
@attribute 'same_srv_rate' real
@attribute 'diff_srv_rate' real
@attribute 'srv_diff_host_rate' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_srv_rate' real
@attribute 'dst_host_diff_srv_rate' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'dst_host_srv_diff_host_rate' real
@attribute 'dst_host_serror_rate' real
@attribute 'dst_host_srv_serror_rate' real
@attribute 'dst_host_rerror_rate' real
@attribute 'dst_host_srv_rerror_rate' real
@attribute 'protocol_type' {'1','2','3'}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,215,12008,1,1,1,0,0,0,0,1,0,0,66,255,1,0,0.02,0.06,0,0,0,0,1,25,2,0
0,0,0,0,115,13,1,1,0,0,0.11,0.06,0,255,14,0.05,0.06,0,0,1,1,0,0,1,50,4,1
0,0,0,0,1,1,0,0,1,1,1,0,0,12,255,1,0,0.08,0.33,0,0,1,0.99,1,25,1,0
0,0,0,0,1,2,0,0,1,1,1,0,1,32,247,1,0,0.03,0.06,0,0,1,0.55,1,25,1,0
0,0,0,0,227,15,1,1,0,0,0.07,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,1,60,4,1
0,884,0,1,1,1,0,0,0,0,1,0,0,212,61,0.24,0.03,0.24,0.03,0,0,0,0,1,20,2,0
0,1316,332,1,1,1,0,0,0,0,1,0,0,10,181,0.6,0.4,0.1,0.02,0,0,0,0,1,55,2,0
0,0,0,0,136,12,1,1,0,0,0.09,0.06,0,255,2,0.01,0.08,0,0,1,1,0,0,1,50,4,1
0,0,0,0,1,1,0,0,1,1,1,0,0,43,253,1,0,0.02,0.08,0,0,1,1,1,25,1,0
0,230,505,1,10,10,0,0,0,0,1,0,0,75,255,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,305,2226,1,24,48,0,0.02,0,0.02,1,0,0.12,255,255,1,0,0,0,0,0,0,0,1,25,2,0
1,876,332,1,2,3,0,0,0,0,0.5,1,1,154,136,0.46,0.03,0.01,0.01,0,0,0,0,1,55,2,0
0,298,1971,1,45,47,0,0,0,0,1,0,0.06,113,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,0,0,0,92,1,1,1,0,0,0.01,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,2,2,0,0,1,1,1,0,0,2,255,1,0,0.5,0.11,0,0,1,0.53,1,25,1,0
0,305,726,1,16,16,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,232,2698,1,4,4,0,0,0,0,1,0,0,255,230,0.9,0.02,0,0,0,0,0,0,1,25,2,0
0,0,0,0,299,13,1,1,0,0,0.04,0.06,0,255,13,0.05,0.06,0,0,1,1,0,0,1,50,4,1
0,0,0,0,102,10,1,1,0,0,0.1,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,1,50,4,1
0,279,2518,1,7,10,0,0,0,0,1,0,0.2,24,239,1,0,0.04,0.03,0,0,0,0,1,25,2,0
0,0,0,0,266,17,1,1,0,0,0.06,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,1,50,4,1
0,0,0,0,126,11,1,1,0,0,0.09,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,1,7,4,1
0,248,11732,1,1,1,0,0,0,0,1,0,0,13,255,1,0,0.08,0.04,0,0,0,0,1,25,2,0
0,0,0,0,16,7,1,1,0,0,0.44,0.19,0,255,9,0.04,0.08,0,0,1,1,0,0,1,34,4,1
0,54540,8314,1,1,1,0,0,0,0,1,0,0,219,219,1,0,0,0,0,0,0.01,0.01,1,25,2,1
0,0,0,0,263,20,1,1,0,0,0.08,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,1,70,4,1
0,208,2011,1,1,9,0,0,0,0,1,0,0.22,1,255,1,0,1,0.03,0,0,0,0,1,25,2,0
0,105,146,0,1,1,0,0,0,0,1,0,0,62,58,0.94,0.03,0.02,0,0,0,0,0,3,50,2,0
7580,147,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.68,0.95,0,0,0,0,0,3,45,2,0
0,520,0,0,350,350,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,0,0,0,225,17,1,1,0,0,0.08,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,1,39,4,1
0,0,0,0,1,1,0,0,1,1,1,0,0,2,15,1,0,0.5,0.6,0,0.07,1,0.87,1,25,1,0
0,382,1864,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,2693,473,1,1,1,0,0,0,0,1,0,0,255,7,0.03,0.01,0,0,0,0,0,0,1,55,2,0
0,0,0,0,48,8,1,1,0,0,0.17,0.12,0,255,9,0.04,0.08,0,0,1,1,0,0,1,50,4,1
0,0,0,0,253,25,1,1,0,0,0.1,0.06,0,255,25,0.1,0.06,0,0,1,1,0,0,1,43,4,1
0,0,0,0,139,16,1,1,0,0,0.12,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0,1,67,4,1
0,314,33988,1,29,29,0,0,0,0,1,0,0,239,255,1,0,0,0.01,0,0,0,0,1,25,2,0
0,246,728,1,11,11,0,0,0,0,1,0,0,50,255,1,0,0.02,0.02,0,0,0,0,1,25,2,0
0,44,86,0,237,237,0,0,0,0,1,0.01,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,231,15,0,0,1,1,0.06,0.06,0,255,26,0.1,0.07,0,0,0,0,1,1,1,50,1,1
0,265,1533,1,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.06,0,0,0,0,1,25,2,0
0,0,0,0,238,2,1,1,0,0,0.01,0.05,0,255,2,0.01,0.06,0,0,1,1,0,0,1,37,4,1
0,146,20006,1,1,1,0,0,0,0,1,0,0,22,255,1,0,0.05,0.06,0,0.01,0,0.01,1,25,2,0
0,333,5369,1,18,18,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,211,11,1,1,0,0,0.05,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,1,41,4,1
255,146,105,0,4,2,0,0,0,0,0.5,0.5,0,255,2,0.01,0.68,0.98,0,0,0,0,0,3,45,2,0
0,0,0,0,122,11,1,1,0,0,0.09,0.07,0,255,13,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,1,3,0,0,1,1,1,0,1,4,255,1,0,0.25,0.15,0,0,1,1,1,25,1,0
0,280,12913,1,2,3,0,0,0,0,1,0,0.67,35,255,1,0,0.03,0.07,0,0,0,0,1,25,2,0
0,0,0,0,234,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,1,3,4,1
0,29,0,0,1,2,0,0,0,0,1,0,1,199,17,0.09,0.03,0.09,0,0.01,0,0,0,3,12,2,0
0,0,0,0,253,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.05,0,0,1,1,0,0,1,20,4,1
0,240,2446,1,20,39,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,213,25519,1,1,1,0,0,0,0,1,0,0,119,255,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,0,0,0,184,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.08,0,0,0,0,1,1,1,50,1,1
0,43,83,0,132,137,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,295,7412,1,5,5,0,0,0,0,1,0,0,48,255,1,0,0.02,0.01,0,0.01,0,0,1,25,2,0
0,235,1202,1,5,5,0,0,0,0,1,0,0,8,255,1,0,0.12,0.01,0,0,0,0.01,1,25,2,0
0,44,44,0,201,200,0,0,0,0,1,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,211,564,1,27,33,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,1,25,2,0
2115,147,105,0,6,2,0,0,0,0,0.33,0.5,0,255,2,0.01,0.48,0.69,0,0,0,0,0,3,45,2,0
0,44,131,0,211,288,0,0,0,0,1,0.01,0.01,213,174,0.82,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,109,14,0,0,1,1,0.13,0.06,0,255,12,0.05,0.07,0,0,0,0,1,1,1,25,1,1
0,147,0,0,5,1,0,0,0,0,0.2,0.6,0,255,1,0,0.81,0.99,0,0,0,0,0,3,45,2,0
0,0,0,0,148,19,0,0,1,1,0.13,0.05,0,255,19,0.07,0.05,0,0,0,0,1,1,1,7,1,1
0,0,0,0,193,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,1,34,4,1
0,0,0,0,234,5,1,1,0,0,0.02,0.07,0,255,4,0.02,0.06,0,0,1,1,0,0,1,50,4,1
0,0,0,0,107,20,1,1,0,0,0.19,0.07,0,255,14,0.05,0.07,0,0,1,1,0,0,1,25,4,1
263,146,105,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.64,0.95,0,0,0,0,0,3,45,2,0
0,205,255,1,2,4,0,0,0,0,1,0,0.75,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,251,1,0,0,1,1,0,0.07,0,255,1,0,0.08,0,0,0,0,1,1,1,14,3,1
1,1458,332,1,1,2,0,0,0,0,1,0,1,189,156,0.68,0.02,0.01,0.01,0,0,0,0,1,55,2,0
0,0,0,0,288,20,1,1,0,0,0.07,0.05,0,255,20,0.08,0.05,0,0,1,1,0,0,1,19,4,1
0,322,2627,1,12,12,0,0,0,0,1,0,0,12,255,1,0,0.08,0.08,0,0.01,0,0,1,25,2,0
0,0,0,0,13,5,1,1,0,0,0.38,0.23,0,255,5,0.02,0.08,0,0,1,1,0,0,1,56,4,1
0,147,0,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.62,0.88,0,0,0,0,0,3,45,2,0
0,218,1976,1,3,3,0,0,0,0,1,0,0,178,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,105,145,0,1,1,0,0,0,0,1,0,0,23,23,1,0,0.04,0,0,0,0,0,3,50,2,0
0,0,0,0,72,6,1,1,0,0,0.08,0.07,0,255,6,0.02,0.05,0,0,1,1,0,0,1,50,4,1
0,224,966,1,1,1,0,0,0,0,1,0,0,54,255,1,0,0.02,0.03,0,0,0,0,1,25,2,0
0,250,264,1,5,5,0,0,0,0,1,0,0,7,255,1,0,0.14,0.04,0,0,0,0,1,25,2,0
0,261,3913,1,1,1,0,0,0,0,1,0,0,255,228,0.89,0.01,0,0,0,0,0,0,1,25,2,0
0,45,45,0,92,92,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,95,4,1,1,0,0,0.04,0.06,0,255,4,0.02,0.05,0,0,1,1,0,0,1,39,4,1
0,29,45,0,3,6,0,0,0,0,1,0,0.5,255,249,0.98,0.01,0.01,0,0,0,0,0,3,12,2,0
0,202,4841,1,1,1,0,0,0,0,1,0,0,169,255,1,0,0.01,0.04,0.01,0.01,0,0.01,1,25,2,0
0,0,0,0,254,8,1,1,0,0,0.03,0.06,0,255,8,0.03,0.05,0,0,1,1,0,0,1,6,4,1
0,0,0,0,141,17,1,1,0,0,0.12,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,1,67,4,1
0,251,870,1,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,93,16,1,1,0,0,0.17,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,1,38,4,1
0,236,1158,1,11,11,0,0,0,0,1,0,0,57,255,1,0,0.02,0.04,0,0,0,0,1,25,2,0
0,0,0,0,17,6,1,1,0,0,0.35,0.29,0,255,6,0.02,0.08,0,0,1,1,0,0,1,12,4,1
0,0,0,0,292,5,1,1,0,0,0.02,0.05,0,255,8,0.03,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,112,2,1,1,0,0,0.02,0.06,0,255,5,0.02,0.06,0,0,1,1,0,0,1,50,4,1
0,303,1075,1,2,2,0,0,0,0,1,0,0,255,243,0.95,0.01,0,0,0,0,0,0,1,25,2,0
0,237,3622,1,10,17,0,0,0,0,1,0,0.18,10,255,1,0,0.1,0.04,0,0,0,0,1,25,2,0
0,219,2097,1,2,3,0,0,0,0,1,0,0.67,2,255,1,0,0.5,0.07,0,0,0,0,1,25,2,0
0,263,1609,1,12,12,0,0,0,0,1,0,0,36,255,1,0,0.03,0.02,0,0,0,0,1,25,2,0
8649,146,105,0,5,1,0,0,0,0,0.2,0.6,0,255,3,0.01,0.49,0.91,0,0,0,0,0,3,45,2,0
0,158,26866,1,1,4,0,0.25,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,264,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.08,0,0,1,1,0,0,1,29,4,1
0,0,0,0,7,7,0,0,0.71,0.71,1,0,0,10,163,1,0,0.1,0.23,0,0,0.8,0.99,1,25,1,0
0,253,2445,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,262,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,1,22,4,1
0,0,0,0,160,25,1,1,0,0,0.16,0.06,0,255,25,0.1,0.05,0,0,1,1,0,0,1,50,4,1
0,0,0,0,2,5,0.5,0.2,0,0,1,0,0.4,2,255,1,0,1,0.04,0.5,0,0,0,1,25,4,0
0,0,0,0,197,5,0,0,1,1,0.03,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,1,14,3,1
0,243,1973,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,479,9142,1,7,7,0,0,0,0,1,0,0,98,255,1,0,0.01,0.04,0,0.01,0,0,1,25,2,0
0,0,0,0,116,1,1,1,0,0,0.01,0.08,0,255,1,0,0.07,0,0,1,1,0,0,1,19,4,1
0,0,0,0,8,8,0,0,1,1,1,0,0,255,26,0.1,0.06,0,0,0,0,1,1,1,50,1,1
0,0,0,0,197,6,1,1,0,0,0.03,0.05,0,255,6,0.02,0.05,0,0,1,1,0,0,1,8,4,1
0,225,510,1,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.02,0,0,0,0,1,25,2,0
0,339,684,1,6,6,0,0,0,0,1,0,0,225,255,1,0,0,0.03,0,0,0,0,1,25,2,0
4629,146,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.82,1,0,0,0,0,0,3,45,2,0
1,2348,332,1,1,3,0,0,0,0,1,0,1,255,122,0.48,0.03,0,0,0,0,0,0,1,55,2,0
0,0,0,0,215,1,0,0,1,1,0,0.07,0,255,1,0,0.09,0,0,0,0,1,1,1,19,3,1
0,235,3913,1,2,4,0,0,0,0,1,0,0.75,33,255,1,0,0.03,0.08,0,0,0,0,1,25,2,0
0,44,70,0,265,266,0,0,0,0,1,0,0.01,255,222,0.87,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,194,7,1,1,0,0,0.04,0.08,0,255,7,0.03,0.07,0,0,1,1,0,0,1,60,4,1
0,0,0,0,177,3,0.59,1,0,0,0.02,0.05,0,255,18,0.07,0.06,0,0,1,1,0,0,1,50,4,1
0,0,0,0,139,19,0,0,1,1,0.14,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,1,42,1,1
0,88382,0,1,12,12,0,0,0,0,1,0,0,199,77,0.36,0.03,0.36,0.03,0,0,0,0,1,20,2,0
0,0,0,0,271,10,1,1,0,0,0.04,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,1,67,4,1
3,705,329,1,1,3,0,0,0,0,1,0,1,109,184,0.72,0.06,0.01,0.01,0,0,0,0,1,55,2,0
0,0,0,0,256,9,1,1,0,0,0.04,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,1,67,4,1
0,82,206,1,1,1,1,1,0,0,1,0,0,119,202,0.83,0.03,0.01,0.01,0.01,0,0,0,1,55,9,0
0,0,0,0,203,3,1,1,0,0,0.01,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0,1,70,4,1
0,299,455,1,2,2,0,0,0,0,1,0,0,83,255,1,0,0.01,0.03,0,0,0,0,1,25,2,0
0,87,0,0,4,1,0,0,0,0,0.25,0.5,0,255,4,0.02,0.01,0.02,0,0,0,0,0,2,66,2,0
0,223,2137,1,18,23,0,0,0.06,0.04,1,0,0.09,51,255,1,0,0.02,0.01,0,0,0.02,0,1,25,2,0
0,265,2862,1,18,18,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,230,1380,1,4,52,0,0,0,0,1,0,0.04,255,251,0.98,0.01,0,0,0,0,0,0,1,25,2,0
0,0,0,0,297,16,1,1,0,0,0.05,0.05,0,255,16,0.06,0.06,0,0,1,1,0,0,1,59,4,1
0,0,0,0,113,8,1,1,0,0,0.07,0.08,0,255,13,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,189,7,1,1,0,0,0.04,0.06,0,35,7,0.2,0.17,0.03,0,0.6,1,0.03,0,1,50,4,1
0,0,0,0,207,14,1,1,0,0,0.07,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,1,50,4,1
0,333,285,1,5,5,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1,25,2,0
1,2472,333,1,1,1,0,0,0,0,1,0,0,26,153,0.77,0.12,0.04,0.01,0,0.01,0,0,1,55,2,0
2099,147,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.52,0.85,0,0,0,0,0,3,45,2,0
0,207,2483,1,8,8,0.12,0.12,0,0,1,0,0,70,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,257,2555,1,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,186,0.73,0.16,0.73,0,0,0,0,0,2,16,2,1
0,331,9207,1,1,1,0,0,0,0,1,0,0,25,85,1,0,0.04,0.05,0,0,0,0,1,25,2,0
0,0,0,0,64,18,1,1,0,0,0.28,0.06,0,255,58,0.23,0.04,0.01,0,1,1,0,0,1,19,4,1
16,1359,331,1,1,2,0,0,0,0,1,0,1,43,176,0.74,0.09,0.02,0.01,0,0,0,0.01,1,55,2,0
0,0,0,0,205,3,1,1,0,0,0.01,0.06,0,255,15,0.06,0.08,0,0,1,1,0,0,1,70,4,1
0,0,0,0,129,19,1,1,0,0,0.15,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,1,35,4,1
0,0,0,0,1,2,0,0,1,1,1,0,1,15,255,1,0,0.07,0.22,0,0,1,1,1,25,1,0
0,44,44,0,129,209,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,126,16,0,0,1,1,0.13,0.06,0,255,16,0.06,0.07,0,0,0,0,1,1,1,3,1,1
0,285,283,1,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.04,0,0,0,0,1,25,2,0
0,0,0,0,296,25,1,1,0,0,0.08,0.04,0,156,25,0.16,0.06,0.01,0,0.99,1,0,0,1,50,4,1
0,73,44,0,124,124,0,0,0,0,1,0,0,255,166,0.65,0.01,0.24,0,0,0,0,0,3,12,2,0
13564,3089,9102,1,1,1,0,0,1,1,1,0,0,129,16,0.12,0.02,0.01,0,0,0,0.09,0.69,1,1,5,0
0,247,1910,1,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,6,147,0,1,1,0,0,0,0,1,0,0,255,1,0,0.07,0,0,0.67,0,0.01,0,1,19,2,0
0,0,0,0,197,8,1,1,0,0,0.04,0.07,0,255,8,0.03,0.07,0,0,1,1,0,0,1,39,4,1
0,328,24786,1,18,18,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,254,2005,1,2,3,0,0,0,0,1,0,0.67,212,255,1,0,0,0.02,0.01,0.01,0.08,0.08,1,25,2,0
0,0,0,0,91,7,1,1,0,0,0.08,0.07,0,255,2,0.01,0.09,0,0,1,1,0,0,1,50,4,1
0,0,0,0,121,10,1,1,0,0,0.08,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,1,67,4,1
2448,147,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.65,0.86,0,0,0,0,0,3,45,2,0
0,46,72,0,142,142,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,220,2066,1,3,3,0,0,0,0,1,0,0,3,255,1,0,0.33,0.02,0,0,0,0,1,25,2,0
0,0,0,0,1,3,1,0.33,0,0,1,0,1,84,148,0.82,0.04,0.01,0.01,0.02,0.01,0,0,1,55,9,0
0,28,0,0,30,30,0,0,0,0,1,0,0,255,30,0.12,0.01,0.12,0,0,0,0,0,3,50,2,1
0,1032,0,0,78,78,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,299,5357,1,2,2,0,0,0,0,1,0,0,5,2,0.4,0.4,0.2,0,0,0,0,0,1,25,2,0
0,8173,0,1,15,15,0,0,0,0,1,0,0,21,21,1,0,1,0,0,0,0,0,1,20,2,0
0,213,1737,1,5,22,0,0,0,0,1,0,0.18,5,255,1,0,0.2,0.03,0,0,0,0,1,25,2,0
0,0,0,0,104,19,1,1,0,0,0.18,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,1,42,4,1
0,0,0,0,282,13,1,1,0,0,0.05,0.06,0,255,2,0.01,0.08,0,0,1,1,0,0,1,50,4,1
0,283,176,1,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.06,0,0,0,0,1,25,2,0
0,28,0,0,41,41,0,0,0,0,1,0,0,244,41,0.17,0.05,0.17,0,0.02,0,0,0,3,50,2,1
0,8737,0,1,11,11,0,0,0,0,1,0,0,17,17,1,0,1,0,0,0,0,0,1,20,2,0
0,105,146,0,3,1,0,0,0,0,0.33,0.67,0,255,219,0.86,0.01,0,0,0,0,0,0,3,50,2,0
0,331,235,1,1,25,0,0,0,0,1,0,0.16,22,255,1,0,0.05,0.03,0,0,0,0,1,25,2,0
0,0,0,0,201,10,1,1,0,0,0.05,0.06,0,255,11,0.04,0.08,0,0,1,1,0,0,1,22,4,1
0,0,0,0,294,25,1,1,0,0,0.09,0.05,0,255,25,0.1,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,198,7,1,1,0,0,0.04,0.07,0,255,7,0.03,0.07,0,0,1,1,0,0,1,38,4,1
0,0,0,0,232,18,0,0,1,1,0.08,0.07,0,255,18,0.07,0.08,0,0,0,0,1,1,1,37,1,1
0,45,74,0,177,177,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,224,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,1,8,1,1
31,1528,4152,1,1,1,0,0,0,0,1,0,0,255,42,0.16,0.02,0,0,0,0,0,0,1,20,2,0
0,185,383,1,14,14,0,0,0,0,1,0,0,14,255,1,0,0.07,0.03,0,0.01,0,0.02,1,25,2,0
0,234,510,1,7,8,0,0,0,0,1,0,0.25,27,255,1,0,0.04,0.04,0,0,0,0,1,25,2,0
0,0,0,0,115,2,0,0,1,1,0.02,0.07,0,255,2,0.01,0.08,0,0,0,0,1,1,1,67,3,1
0,338,1040,1,27,27,0,0,0,0,1,0,0,72,255,1,0,0.01,0.06,0,0.01,0,0,1,25,2,0
0,44,118,0,114,114,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,201,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,1,8,4,1
0,286,315,1,39,39,0,0,0,0,1,0,0,174,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,165,175,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,224,16,1,1,0,0,0.07,0.06,0,255,20,0.08,0.04,0,0,1,1,0,0,1,50,4,1
0,0,0,0,55,20,1,1,0,0,0.36,0.07,0,255,40,0.16,0.06,0.01,0,1,1,0,0,1,19,4,1
0,0,0,0,292,24,1,1,0,0,0.08,0.05,0,255,24,0.09,0.05,0,0,1,1,0,0,1,30,4,1
0,0,0,0,258,12,1,1,0,0,0.05,0.05,0,255,12,0.05,0.05,0,0,1,1,0,0,1,29,4,1
0,0,0,0,1,1,0,0,1,1,1,0,0,5,220,1,0,0.2,0.14,0,0,1,0.97,1,25,1,0
0,38,130,1,1,1,0,0,0,0,1,0,0,121,8,0.05,0.06,0.01,0.25,0,0,0,0,1,48,2,0
0,322,1246,1,6,6,0,0,0,0,1,0,0,195,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,23,3,1,1,0,0,0.13,0.09,0,255,3,0.01,0.07,0.02,0,1,1,0,0,1,19,4,1
0,59,0,1,12,12,0,0,0,0,1,0,0,255,141,0.55,0.02,0.55,0,0,0,0,0,1,20,2,0
0,0,0,0,106,4,0,0,1,1,0.04,0.08,0,81,4,0.05,0.1,0.01,0,0,0,1,1,1,50,1,1
0,333,523,1,17,18,0,0,0,0,1,0,0.11,37,183,1,0,0.03,0.09,0,0.01,0,0,1,25,2,0
0,35,130,1,1,1,0,0,0,0,1,0,0,100,5,0.03,0.04,0.01,0.4,0,0,0,0,1,48,2,0
0,224,1918,1,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,209,9,1,1,0,0,0.04,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,1,70,4,1
0,44,110,0,1,81,0,0,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,254,22,1,1,0,0,0.09,0.06,0,255,22,0.09,0.05,0,0,1,1,0,0,1,50,4,1
0,28,0,0,50,50,0,0,0,0,1,0,0,253,50,0.2,0.04,0.2,0,0.02,0,0,0,3,50,2,1
0,310,3222,1,1,2,0,0,0,0.5,1,0,1,53,41,0.77,0.06,0.02,0,0,0,0,0,1,25,2,0
0,727,340,1,1,1,0,0,0,0,1,0,0,142,193,0.7,0.06,0.01,0.01,0.01,0,0.01,0,1,55,2,0
0,0,0,0,227,11,1,0.91,0,0,0.04,0.07,0.18,255,10,0.04,0.09,0,0,1,1,0,0,1,25,4,1
0,222,1651,1,8,10,0,0.1,0.12,0.1,1,0,0.2,255,255,1,0,0,0,0,0,0,0,1,25,2,0
887,745,22757,1,1,1,0,0,0,0,1,0,0,255,27,0.11,0.06,0,0,0.73,0.56,0.01,0.11,1,61,2,0
0,304,420,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,1296,325,1,1,4,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,55,2,0
0,238,35052,1,1,2,0,0,0,0,1,0,1,52,255,1,0,0.02,0.07,0,0,0,0,1,25,2,0
