@relation 'KDDTest21R2L-weka.filters.unsupervised.attribute.Remove-R5-6,10,12-18,22-26,37-38'
@attribute 'duration'  real
@attribute 'src_bytes'  real
@attribute 'dst_bytes'  real
@attribute 'land' {0,1}
@attribute 'hot' real
@attribute 'num_failed_logins'  real
@attribute 'logged_in' {0,1}
@attribute 'root_shell'  real
@attribute 'is_guest_login' {0,1}
@attribute 'count'  real
@attribute 'srv_count'  real
@attribute 'diff_srv_rate'  real
@attribute 'srv_diff_host_rate'  real
@attribute 'dst_host_count'  real
@attribute 'dst_host_srv_count'  real
@attribute 'dst_host_same_srv_rate'  real
@attribute 'dst_host_diff_srv_rate'  real
@attribute 'dst_host_same_src_port_rate'  real
@attribute 'dst_host_srv_diff_host_rate'  real
@attribute 'dst_host_serror_rate'  real
@attribute 'dst_host_srv_serror_rate'  real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,43,43,0,0,0,0,0,0,110,190,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
282,154,593,0,2,0,1,0,1,1,1,0,0,255,104,0.41,0.03,0,0,0,0,1,20,2,1
0,36,0,0,0,0,0,0,0,1,1,0,0,204,54,0.26,0.04,0.26,0,0.01,0,2,66,2,0
0,121,188,0,0,1,0,0,0,2,2,0,0,255,255,1,0,0,0,0.01,0.01,1,61,2,1
0,121,174,0,0,1,0,0,0,1,1,0,0,255,39,0.15,0.02,0,0,0,0,1,61,2,1
0,299,1380,0,0,0,1,0,0,3,3,0,0,255,229,0.9,0.01,0,0,0,0,1,25,2,0
0,105,145,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0,0,0,0,3,50,2,0
4,30,93,0,0,0,1,0,0,1,1,0,0,255,223,0.87,0.04,0,0,0,0,1,48,2,1
281,160,599,0,2,0,1,0,1,1,1,0,0,255,4,0.02,0.02,0,0,0.94,0,1,20,2,1
282,160,599,0,2,0,1,0,1,1,1,0,0,28,8,0.29,0.14,0.04,0,0,0,1,20,2,1
0,0,7,0,0,0,0,0,0,1,1,0,0,100,5,0.05,0.05,0.05,0,0,0,1,20,2,1
0,44,44,0,0,0,0,0,0,205,205,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,871,405,0,0,0,1,0,0,1,2,0,1,255,65,0.25,0.03,0.01,0,0.24,0,1,55,2,0
0,44,133,0,0,0,0,0,0,109,188,0,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,238,0.93,0.02,0,0,0,0,1,48,2,1
0,172,0,0,0,0,0,0,0,2,2,0,0,129,58,0.15,0.05,0.15,0.03,0.01,0,1,20,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,3,19,1,0,1,0.16,0,0,1,20,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,3,14,1,0,1,0.29,0,0,1,20,2,1
0,53,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.78,0,0,0,3,50,2,0
0,1,0,0,0,0,0,0,0,42,2,0.24,0,255,2,0.01,0.45,0.93,0,0,0,3,45,2,0
0,105,146,0,0,0,0,0,0,4,4,0,0,255,255,1,0,0.02,0,0,0,3,50,2,0
0,126,174,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.02,0.02,1,61,2,1
280,283618,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,0,0,0,1,20,2,1
0,44,132,0,0,0,0,0,0,77,157,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,44,134,0,0,0,0,0,0,104,167,0.02,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,44,44,0,0,0,0,0,0,153,234,0.01,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,2,22,1,0,1,0.18,0,0,1,20,2,1
0,69,43,0,0,0,0,0,0,153,153,0,0,255,239,0.94,0.01,0.2,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,1,0,0,0,1,20,2,1
134,342,1011,0,0,0,0,0,0,1,1,0,0,39,17,0.44,0.05,0.03,0,0.03,0.06,1,1,2,1
0,105,147,0,0,0,0,0,0,1,1,0,0,86,85,0.99,0.02,0.01,0,0,0,3,50,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,16,16,1,0,1,0,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,8,38,1,0,1,0.13,0,0,1,20,2,1
0,71056,0,0,0,0,0,0,0,2,2,0,0,8,14,1,0,1,0.14,0.12,0.07,1,20,9,1
0,12,0,0,0,0,0,0,0,1,1,0,0,26,5,0.19,0.08,0.19,0,0,0,1,20,2,1
0,28,0,0,0,0,0,0,0,28,28,0,0,53,28,0.53,0.08,0.53,0,0,0,3,50,2,0
0,45,45,0,0,0,0,0,0,135,135,0,0,255,255,1,0,0,0,0,0,3,12,2,0
4,32,93,0,0,0,1,0,0,2,1,1,0,135,118,0.87,0.02,0.01,0.02,0,0,1,48,2,1
0,228,2698,0,0,0,1,0,0,6,6,0,0,255,87,0.34,0.32,0,0,0.01,0.01,1,25,2,0
0,54,55,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.87,0,0,0,3,50,2,0
0,64,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,15,2,0
282,158,597,0,2,0,1,0,1,1,1,0,0,255,39,0.15,0.03,0,0,0.31,0,1,20,2,1
0,127,174,0,0,1,0,0,0,1,1,0,0,255,223,0.87,0.02,0,0,0,0,1,61,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,214,104,0.49,0.03,0,0,0,0,1,20,2,1
0,105,147,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.01,0,0,0,3,50,2,0
0,105,0,0,0,0,0,0,0,2,2,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,44,44,0,0,0,0,0,0,177,177,0,0,255,228,0.89,0.01,0.01,0,0,0,3,12,2,0
0,105,105,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0,0,0,0,3,50,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,22,9,0.14,0.09,0.14,0.33,0,0,1,20,2,1
2,4485,1125,0,0,0,1,0,0,1,1,0,0,255,1,0,0.01,0,0,0,0,1,55,2,1
0,124,174,0,0,1,0,0,0,2,2,0,0,255,248,0.97,0.01,0,0,0,0,1,61,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,103,88,0.84,0.03,0.01,0.02,0,0,1,48,2,1
0,44,0,0,0,0,0,0,0,4,4,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
0,45,45,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,48,0,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0,0,0,0,3,50,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,71,68,0.94,0.03,0.01,0.03,0,0,1,48,2,1
0,1396,408,0,0,0,1,0,0,1,5,0,1,255,27,0.11,0.02,0,0,0,0,1,55,2,0
0,2409,0,0,0,0,0,0,0,1,1,0,0,169,39,0.21,0.04,0.21,0.05,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,1,45,0,0.09,255,18,0.07,0.51,0,0,0.05,0,1,25,1,0
0,12,0,0,0,0,0,0,0,1,1,0,0,5,13,1,0,1,0.15,0,0,1,20,2,1
282,156,595,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.75,0,0,0,0.06,1,20,2,1
282,160,597,0,2,0,1,0,1,1,1,0,0,255,14,0.05,0.78,0,0,0,0,1,20,2,1
281,160,597,0,2,0,1,0,1,1,1,0,0,255,112,0.44,0.03,0,0,0,0,1,20,2,1
0,53,50,0,0,0,0,0,0,325,325,0,0,255,255,1,0,0.93,0,0,0,3,50,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0.01,0,0,0,3,50,2,0
0,327,61033,0,0,0,1,0,0,4,14,0,0.21,23,253,1,0,0.04,0.05,0.04,0,1,25,8,0
4,31,93,0,0,0,1,0,0,1,1,0,0,255,232,0.91,0.02,0,0,0,0,1,48,2,1
4,30,93,0,0,0,1,0,0,1,1,0,0,255,231,0.91,0.04,0,0,0,0,1,48,2,1
0,46,0,0,0,0,0,0,0,6,6,0,0,255,253,0.99,0.01,0,0,0,0,3,50,2,1
205,91,0,0,0,0,0,0,0,1,1,0,0,35,1,0.03,0.14,0.03,0,0.17,1,1,50,8,0
0,637,0,0,0,0,0,0,0,5,5,0,0,255,25,0.1,0.02,0.1,0,0.71,0,1,20,2,0
0,146,146,0,0,0,0,0,0,1,1,0,0,47,21,0.45,0.09,1,0,0,0,3,45,2,1
0,47,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,3,27,1,0,1,0.19,0,0.04,1,20,2,1
284,158,595,0,2,0,1,0,1,1,1,0,0,255,87,0.34,0.03,0,0,0.02,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,60,58,0.95,0.03,0.02,0.03,0,0,1,48,2,1
0,105,147,0,0,0,0,0,0,2,2,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
280,283618,0,0,0,0,0,0,0,1,1,0,0,7,7,1,0,1,0,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,9,6,0.67,0.22,0.67,0,0,0,1,20,2,1
0,1,0,0,0,0,0,0,0,142,7,0.96,0,255,7,0.03,0.85,1,0,0,0,3,50,2,0
4,27,93,0,0,0,1,0,0,1,1,0,0,255,203,0.8,0.02,0,0,0,0,1,48,2,1
0,25,157,0,0,1,0,0,1,1,1,0,0,40,17,0.43,0.1,0.03,0,0,0,1,20,2,1
0,45,45,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0.02,0,0,0,3,50,2,1
0,313,265,0,0,0,1,0,0,11,12,0,0.17,255,161,0.63,0.29,0,0,0.01,0,1,25,2,0
0,45,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
283,162,599,0,2,0,1,0,1,1,1,0,0,255,51,0.2,0.03,0,0,0.16,0,1,20,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,174,82,0.47,0.03,0.01,0,0,0,1,20,2,1
0,54,51,0,0,0,0,0,0,177,177,0,0,255,254,1,0.01,0.69,0,0,0,3,50,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,229,0.9,0.02,0,0,0,0,1,48,2,1
0,28,0,0,0,0,0,0,0,8,8,0,0,28,8,0.29,0.11,0.29,0,0,0,3,50,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,15,15,1,0,1,0,0,0,1,20,2,1
0,43,43,0,0,0,0,0,0,150,230,0,0.01,255,254,1,0.01,0.01,0,0,0,3,12,2,0
0,27572,20504,0,0,0,0,0,0,3,3,0,0,18,8,0.44,0.17,0.06,0,0.33,0.75,1,2,9,0
0,12,0,0,0,0,0,0,0,2,2,0,0,7,6,0.86,0.29,0.86,0,0,0,1,20,2,1
282,160,597,0,2,0,1,0,1,1,1,0,0,255,2,0.01,0.1,0,0,0,0,1,20,2,1
0,881,387,0,0,0,1,0,0,1,1,0,0,255,66,0.26,0.03,0,0,0.23,0,1,55,2,0
284,158,595,0,2,0,1,0,1,1,1,0,0,255,52,0.2,0.03,0,0,0.15,0,1,20,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,176,0.69,0.02,0,0,0,0,1,48,2,1
0,105,146,0,0,0,0,0,0,1,1,0,0,133,132,0.99,0.02,0.01,0,0,0,3,50,2,0
0,239,2132,0,0,0,1,0,0,4,4,0,0,255,255,1,0,0,0,0,0,1,25,2,0
0,55,51,0,0,0,0,0,0,425,425,0,0,255,255,1,0,0.94,0,0,0,3,50,2,0
0,120,174,0,0,1,0,0,0,2,2,0,0,255,255,1,0,0,0,0,0,1,61,2,1
282,160,595,0,2,0,1,0,1,1,1,0,0,255,11,0.04,0.55,0,0,0,0,1,20,2,1
0,1,0,0,0,0,0,0,0,70,10,0.87,0,255,10,0.04,0.71,0.91,0,0,0,3,50,2,0
0,10008,0,0,0,0,0,0,0,3,3,0,0,255,36,0.14,0.02,0.22,0,0,0,2,15,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,236,0.93,0.01,0,0,0,0,1,48,2,1
0,45,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,46,46,0,0,0,0,0,0,213,213,0,0,255,246,0.96,0.01,0,0,0,0,3,12,2,0
0,30,217,0,0,0,1,0,0,1,1,0,0,255,7,0.03,0.02,0,0,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,223,204,0.91,0.01,0,0,0,0,1,48,2,1
282,162,597,0,2,0,1,0,1,1,1,0,0,255,7,0.03,0.36,0,0,0,0,1,20,2,1
282,166,601,0,2,0,1,0,1,1,1,0,0,255,18,0.07,0.02,0,0,0.13,0,1,20,2,1
0,42,0,0,0,0,0,0,0,5,5,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
60,121,188,0,0,1,0,0,0,1,1,0,0,255,255,1,0,0,0,0.01,0.01,1,61,7,1
0,191,3011,0,0,0,1,0,0,1,1,0,0,255,118,0.46,0.26,0,0,0.01,0.01,1,25,2,0
11,118,2427,0,0,0,1,0,0,1,1,0,0,23,7,0.3,0.13,0.04,0,0,0,1,61,2,1
0,237,3222,0,0,0,1,0,0,5,5,0,0,255,229,0.9,0.02,0,0,0,0,1,25,2,0
0,123,174,0,0,1,0,0,0,1,1,0,0,255,40,0.16,0.02,0,0,0,0,1,61,2,1
171,261,1829,0,1,0,1,1,0,1,1,0,0,255,19,0.07,0.03,0,0,0,0,1,61,2,1
0,45,0,0,0,0,0,0,0,5,5,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,2,38,1,0,1,0.13,0,0,1,20,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,255,140,0.55,0.02,0,0,0,0,1,48,2,1
0,45,132,0,0,0,0,0,0,73,153,0,0.01,255,240,0.94,0.01,0,0,0,0,3,12,2,0
0,192,0,0,0,0,0,0,0,2,2,0,0,64,47,0.28,0.08,0.28,0.04,0,0,1,20,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,114,15,0.06,0.02,0.06,0.13,0,0,1,20,2,1
0,0,83,0,0,0,1,0,0,2,2,0,0,255,190,0.75,0.02,0,0,0,0,1,55,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,143,142,0.99,0.01,0.01,0,0,0,3,50,2,1
282,157,593,0,2,0,1,0,1,1,1,0,0,255,94,0.37,0.03,0,0,0,0,1,20,2,1
0,306,2698,0,0,0,1,0,0,3,19,0,0.11,255,190,0.75,0.02,0,0,0,0,1,25,2,0
0,45,45,0,0,0,0,0,0,112,191,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,255,249,0.98,0.01,0,0,0,0,1,48,2,1
282,160,595,0,2,0,1,0,1,1,1,0,0,243,86,0.35,0.03,0,0,0,0,1,20,2,1
283,156,593,0,2,0,1,0,1,1,1,0,0,255,84,0.33,0.03,0,0,0.02,0,1,20,2,1
282,162,599,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.89,0,0,0,0.06,1,20,2,1
4,26,93,0,0,0,1,0,0,1,1,0,0,126,111,0.87,0.02,0.01,0.02,0,0,1,48,2,1
281,162,597,0,2,0,1,0,1,1,1,0,0,244,87,0.36,0.03,0,0,0,0,1,20,2,1
0,46,135,0,0,0,0,0,0,97,177,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,127,174,0,0,1,0,0,0,1,1,0,0,255,153,0.6,0.02,0,0,0,0,1,61,2,1
0,1,0,0,0,0,0,0,0,72,34,0.12,0,255,34,0.13,0.49,0.91,0,0,0,3,50,2,0
0,53,49,0,0,0,0,0,0,201,201,0,0,255,255,1,0,0.78,0,0,0,3,50,2,0
0,119,174,0,0,1,0,0,0,1,1,0,0,255,7,0.03,0.02,0,0,0,0,1,61,2,1
0,56,56,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.95,0,0,0,3,50,2,0
0,42,70,0,0,0,0,0,0,216,215,0.01,0,255,253,0.99,0.01,0.01,0,0,0,3,12,2,0
0,26,157,0,0,1,0,0,1,1,1,0,0,255,129,0.51,0.03,0,0,0,0,1,20,2,1
0,55,52,0,0,0,0,0,0,478,478,0,0,255,255,1,0,1,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,8,9,0.88,0.25,0.88,0.22,0,0,1,20,2,1
1,39282,0,0,0,0,0,0,0,1,1,0,0,255,11,0.04,0.02,0.04,0,0,0,1,20,2,0
10,118,2425,0,0,0,1,0,0,1,1,0,0,11,3,0.27,0.27,0.09,0,0,0,1,61,2,1
0,41,0,0,0,0,0,0,0,2,2,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
0,44,135,0,0,0,0,0,0,155,235,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,53,51,0,0,0,0,0,0,392,392,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
281,166,601,0,2,0,1,0,1,1,1,0,0,255,46,0.18,0.02,0,0,0,0,1,20,2,1
0,52,49,0,0,0,0,0,0,511,511,0,0,255,255,1,0,1,0,0,0,3,50,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,133,117,0.87,0.02,0.01,0.02,0,0,1,48,2,1
0,105,146,0,0,0,0,0,0,4,3,0.5,0,255,253,0.99,0.01,0,0,0,0,3,50,2,0
0,43,132,0,0,0,0,0,0,67,147,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
69,873,2586,0,18,0,1,0,1,1,1,0,0,184,40,0.22,0.02,0.01,0,0,0,1,20,2,0
281,162,599,0,2,0,1,0,1,1,1,0,0,255,24,0.09,0.03,0,0,0.51,0,1,20,2,1
0,121,174,0,0,1,0,0,0,1,1,0,0,255,190,0.75,0.02,0,0,0,0,1,61,2,1
0,30,217,0,0,0,1,0,0,1,2,0,1,44,9,0.2,0.11,0.02,0,0,0,1,48,2,1
0,53,52,0,0,0,0,0,0,509,509,0,0,255,254,1,0.01,0.84,0,0,0,3,50,2,0
284,162,597,0,2,0,1,0,1,1,1,0,0,255,90,0.35,0.03,0,0,0.02,0,1,20,2,1
0,118,174,0,0,1,0,0,0,1,1,0,0,255,255,1,0,0,0,0,0,1,61,2,1
282,162,599,0,2,0,1,0,1,4,1,0.5,0,255,1,0,0.04,0,0,0,0,1,20,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,194,93,0.48,0.03,0.01,0,0,0,1,20,2,1
0,44,44,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
63,170,47614,0,0,0,1,0,0,1,1,0,0,255,1,0,0.01,0,0,0,0,1,61,2,0
4,30,93,0,0,0,1,0,0,1,1,0,0,255,234,0.92,0.04,0,0,0,0,1,48,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,230,211,0.92,0.01,0,0,0,0,1,48,2,1
282,156,593,0,2,0,1,0,1,1,1,0,0,255,94,0.37,0.03,0,0,0,0,1,20,2,1
0,64,0,0,0,0,0,0,0,3,3,0,0,255,3,0.01,0.01,0.01,0,0,0,2,15,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,248,0.97,0.02,0,0,0,0,1,48,2,1
0,40,0,0,0,0,0,0,0,5,5,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
3,0,0,0,0,0,0,0,0,73,2,0.56,0,77,2,0.03,0.53,0.95,0,0,0,1,50,5,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,194,0.76,0.02,0,0,0,0,1,48,2,1
281,158,593,0,2,0,1,0,1,1,1,0,0,255,95,0.37,0.03,0,0,0,0,1,20,2,1
0,303,2698,0,0,0,1,0,0,4,4,0,0,255,229,0.9,0.02,0,0,0,0,1,25,2,0
0,298,18263,0,2,0,1,0,0,2,2,0,0,255,255,1,0,0,0,0,0,1,25,2,0
283,158,597,0,2,0,1,0,1,1,1,0,0,255,41,0.16,0.03,0,0,0.28,0,1,20,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,190,90,0.47,0.03,0.01,0,0,0,1,20,2,1
4,28,103,0,0,0,1,0,0,1,1,0,0,255,216,0.85,0.02,0,0,0,0,1,48,2,1
288,160,597,0,2,0,1,0,1,1,1,0,0,101,6,0.06,0.62,0.01,0,0,0,1,20,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,223,0.87,0.04,0,0,0,0,1,48,2,1
5,28,93,0,0,0,1,0,0,1,1,0,0,243,224,0.92,0.01,0,0,0,0,1,48,2,1
283,164,599,0,2,0,1,0,1,1,1,0,0,255,45,0.18,0.02,0,0,0,0,1,20,2,1
4,30,93,0,0,0,1,0,0,1,1,0,0,255,240,0.94,0.04,0,0,0,0,1,48,2,1
0,50,0,0,0,0,0,0,0,6,6,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,49,0,0,0,0,0,0,0,5,5,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
0,46,46,0,0,0,0,0,0,93,166,0.02,0.01,255,254,1,0.01,0.01,0,0,0,3,12,2,0
0,26,157,0,0,1,0,0,1,1,1,0,0,143,67,0.47,0.03,0.01,0,0,0,1,20,2,1
0,53,52,0,0,0,0,0,0,509,509,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
4,26,93,0,0,0,1,0,0,1,1,0,0,177,159,0.89,0.02,0.01,0.01,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,33,33,0.97,0.06,0.03,0.06,0,0,1,48,2,1
283,156,593,0,2,0,1,0,1,1,1,0,0,255,95,0.37,0.03,0,0,0.02,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,255,160,0.63,0.02,0,0,0,0,1,48,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,68,66,0.96,0.03,0.01,0.03,0,0,1,48,2,1
0,120,174,0,0,1,0,0,0,2,2,0,0,255,203,0.8,0.02,0,0,0,0,1,61,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,246,0.96,0.01,0,0,0,0,1,48,2,1
0,30,0,0,0,0,0,0,0,2,1,1,0,255,4,0.02,0.01,0.02,0,0,0,2,15,2,0
0,1271,341,0,0,0,1,0,0,1,3,0,1,255,25,0.1,0.02,0,0,0,0,1,55,2,0
0,383,0,0,0,0,0,0,0,1,1,0,0,255,106,0.42,0.02,0.42,0,0,0,1,20,2,0
0,1,0,0,0,0,0,0,0,68,2,0.74,0,255,2,0.01,0.74,1,0,0,0,3,45,2,0
0,26,157,0,0,1,0,0,1,1,1,0,0,99,53,0.54,0.04,0.01,0,0,0,1,20,2,1
0,52,47,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.83,0,0,0,3,50,2,0
27,382,1185,0,7,0,1,0,1,1,2,0,1,175,43,0.25,0.04,0.01,0,0.01,0.05,1,20,2,0
0,44,129,0,0,0,0,0,0,117,196,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
28,942,2713,0,19,0,1,0,1,1,1,0,0,197,50,0.25,0.04,0.01,0,0.02,0.04,1,20,2,0
0,46,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
282,162,599,0,2,0,1,0,1,1,1,0,0,255,13,0.05,0.8,0,0,0,0,1,20,2,1
0,105,147,0,0,0,0,0,0,3,3,0,0,255,253,0.99,0.01,0,0,0,0,3,50,2,0
0,28,0,0,0,0,0,0,0,20,20,0,0,255,20,0.08,0.02,0.08,0,0,0,3,50,2,0
0,44,115,0,0,0,0,0,0,3,8,0.67,0.25,255,240,0.94,0.01,0,0,0,0,3,12,2,0
0,56,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,1,0,0,0,3,50,2,0
0,54,53,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.98,0,0,0,3,50,2,0
0,127,174,0,0,1,0,0,0,2,2,0,0,255,193,0.76,0.02,0,0,0,0,1,61,2,1
0,45,0,0,0,0,0,0,0,2,2,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,1
0,1,1,0,0,0,0,0,0,11,3,0.45,0,255,3,0.01,0.32,1,0,0,0,3,50,2,0
0,42,131,0,0,0,0,0,0,153,233,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,124,174,0,0,1,0,0,0,1,1,0,0,255,160,0.63,0.02,0,0,0,0,1,61,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,176,83,0.47,0.03,0.01,0,0,0,1,20,2,1
0,52,53,0,0,0,0,0,0,507,507,0,0,255,255,1,0,0.83,0,0,0,3,50,2,0
0,44,41,0,0,0,0,0,0,9,9,0,0,255,255,1,0,0.03,0,0,0,3,50,2,0
284,158,595,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.94,0,0,0,0,1,20,2,1
4,26,93,0,0,0,1,0,0,1,1,0,0,6,9,1,0,0.17,0.33,0,0,1,48,2,1
440,257,275,0,0,0,1,0,0,4,4,0,0,255,229,0.9,0.02,0,0,0,0,1,25,2,0
0,53,53,0,0,0,0,0,0,507,507,0,0,255,255,1,0,0.83,0,0,0,3,50,2,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,12,1,1
0,105,146,0,0,0,0,0,0,1,1,0,0,160,159,0.99,0.01,0.01,0,0,0,3,50,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,23,3,0.13,0.09,0.13,0,0,0,1,20,2,1
0,30,0,0,0,0,0,0,0,5,1,0.4,0,255,1,0,0.01,0,0,0,0,2,15,2,0
0,383,0,0,0,0,0,0,0,1,1,0,0,24,21,0.12,0.17,0.12,0.14,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,1,3,0,0.67,255,18,0.07,0.92,0,0,0.13,0,1,25,1,0
4,32,93,0,0,0,1,0,0,1,1,0,0,172,154,0.89,0.02,0.01,0.01,0,0,1,48,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,54,28,0.52,0.07,0.02,0,0,0,1,20,2,1
0,105,0,0,0,0,0,0,0,1,1,0,0,255,251,0.98,0.01,0,0,0,0,3,50,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,21,4,0.19,0.1,0.19,0,0,0,1,20,2,1
0,301,1075,0,0,0,1,0,0,7,7,0,0,255,79,0.31,0.02,0,0,0,0,1,25,2,0
0,122,174,0,0,1,0,0,0,1,1,0,0,255,138,0.54,0.02,0,0,0,0,1,61,2,1
0,125,174,0,0,1,0,0,0,1,1,0,0,255,47,0.18,0.02,0,0,0,0,1,61,2,1
280,283618,0,0,2,0,0,0,0,2,2,0,0,4,4,1,0,1,0,0,0,1,20,2,1
0,304,1380,0,0,0,1,0,0,7,7,0,0,255,225,0.88,0.02,0,0,0,0,1,25,2,0
0,300,1380,0,0,0,1,0,0,7,7,0,0,255,233,0.91,0.01,0,0,0,0,1,25,2,0
0,43,43,0,0,0,0,0,0,111,111,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,200,198,0.99,0.01,0,0,0,0,3,50,2,0
