@relation 'KDDTest21Probe-weka.filters.unsupervised.attribute.Remove-R4-8,10-19,23'
@attribute 'duration'  real
@attribute 'src_bytes'  real
@attribute 'dst_bytes'  real
@attribute 'logged_in' {0,1}
@attribute 'count'  real
@attribute 'srv_count'  real
@attribute 'serror_rate'  real
@attribute 'rerror_rate'  real
@attribute 'srv_rerror_rate'  real
@attribute 'same_srv_rate'  real
@attribute 'diff_srv_rate'  real
@attribute 'srv_diff_host_rate'  real
@attribute 'dst_host_count'  real
@attribute 'dst_host_srv_count'  real
@attribute 'dst_host_same_srv_rate'  real
@attribute 'dst_host_diff_srv_rate'  real
@attribute 'dst_host_same_src_port_rate'  real
@attribute 'dst_host_srv_diff_host_rate'  real
@attribute 'dst_host_serror_rate'  real
@attribute 'dst_host_srv_serror_rate'  real
@attribute 'dst_host_rerror_rate'  real
@attribute 'dst_host_srv_rerror_rate'  real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,44,44,0,162,162,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
1,24,109,0,3,2,0,0.67,0,0.33,1,1,146,84,0.32,0.03,0.01,0.02,0,0,0.9,0.7,1,61,2,1
0,105,146,0,2,2,0,0,0,1,0,0,237,236,1,0.01,0,0,0,0,0,0,3,50,2,0
0,105,146,0,2,2,0,0,0,1,0,0,188,187,0.99,0.01,0.01,0,0,0,0,0,3,50,2,0
0,0,0,0,56,3,0.02,0.98,0.67,0.05,0.82,0,65,3,0.05,0.74,0.86,0,0.02,0.33,0.85,0.67,1,50,1,0
0,0,0,0,1,1,1,0,0,1,0,0,118,1,0.01,1,1,0,1,1,0,0,1,50,6,1
0,2727,334,1,1,1,0,0,0,1,0,0,255,31,0.12,0.03,0,0,0,0,0.75,0,1,55,2,0
0,0,0,0,5,1,0,0.8,1,0.2,0.8,0,234,49,0.19,0.02,0,0.04,0,0,0.87,1,1,58,1,1
0,1,0,0,84,11,0,0,0,0.13,0.46,0,255,17,0.07,0.59,0.91,0,0,0,0.09,0,3,50,2,0
0,53,57,0,510,510,0,0,0,1,0,0,255,255,1,0,0.87,0,0,0,0,0,3,50,2,0
0,42,124,0,77,156,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,18,0,0,1,1,0,0,0,1,0,0,1,233,1,0,1,1,0,0,0,0,2,15,2,1
0,0,0,0,445,1,0.04,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,1,45,1,1
0,28,0,0,38,38,0,0,0,1,0,0,58,38,0.66,0.05,0.66,0,0,0,0,0,3,50,2,0
0,44,136,0,143,223,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.12,0.11,0,0,0,0.1,1,1,45,5,1
0,239,3222,1,4,4,0,0,0,1,0,0,255,229,0.9,0.02,0,0,0,0,0.06,0,1,25,2,0
0,0,12,0,1,1,0,1,1,1,0,0,255,103,0.4,0.02,0,0,0,0,0.17,0.43,1,61,3,1
0,0,0,0,477,1,0.05,0.95,0,0,1,0,255,1,0,1,0,0,0.05,1,0.95,0,1,45,4,1
0,0,0,0,4,2,0,0.75,1,0.25,1,1,139,52,0.19,0.04,0.01,0.04,0,0,0.88,1,1,58,1,1
0,28,0,0,83,83,0,0,0,1,0,0,255,83,0.33,0.02,0.33,0,0.19,0,0.21,0,3,50,2,0
0,0,36,1,2,5,0,1,0.8,0.5,1,1,173,59,0.24,0.03,0.01,0.03,0,0,0.88,1,1,48,3,1
0,44,74,0,155,155,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,52,50,0,503,503,0,0,0,1,0,0,255,255,1,0,0.82,0,0,0,0,0,3,50,2,0
3,24,715,0,4,9,0,0.75,0.44,0.5,0.75,0.56,167,85,0.34,0.03,0.01,0.02,0,0,0.88,0.69,1,61,2,1
0,245,0,0,3,2,0,0,0,0.67,0.67,0,255,6,0.02,0.02,0.02,0,0,0,0.12,0,1,20,2,0
2,0,44,0,3,6,0,0.67,1,0.33,1,1,51,54,0.27,0.1,0.02,0.04,0,0,0.92,0.26,1,29,3,1
138,339,284,1,1,1,0,0,0,1,0,0,255,230,0.9,0.01,0,0,0,0,0.03,0,1,25,2,0
0,54,50,0,505,505,0,0,0,1,0,0,255,255,1,0,0.99,0,0,0,0,0,3,50,2,0
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.64,0.62,0,0,0,0.9,1,1,50,5,1
0,0,0,0,2,14,0,1,1,0.5,1,1,138,35,0.25,0.02,0.01,0,0,0,0.64,1,1,29,1,1
0,53,50,0,243,243,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,3,50,2,0
1,0,36,1,3,3,0,1,1,0.33,1,1,220,59,0.23,0.02,0,0.03,0.01,0.02,0.87,0.97,1,48,3,1
1,0,36,1,4,1,0,0.75,1,0.25,0.75,0,187,60,0.25,0.03,0.01,0.03,0.03,0,0.9,0.77,1,48,3,1
0,0,0,0,486,1,0.07,0.93,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,1,45,1,1
0,18,0,0,1,1,0,0,0,1,0,0,1,33,1,0,1,1,0,0,0,0,2,15,2,1
0,1215,335,1,1,1,0,0,0,1,0,0,255,164,0.64,0.03,0,0,0,0,0.19,0,1,55,2,0
0,383,0,0,2,2,0,0,0,1,0,0,59,67,0.53,0.08,0.53,0.03,0,0,0.08,0,1,20,2,0
0,45,79,0,198,197,0,0,0,0.99,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,1,1,0,281,1,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,3,45,2,1
0,53,54,0,508,508,0,0,0,1,0,0,255,255,1,0,0.8,0,0,0,0,0,3,50,2,0
0,0,0,0,464,1,0.04,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,1,45,1,1
0,44,44,0,92,170,0,0,0,1,0,0.01,171,117,0.68,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,2,26,0,1,0.77,0.5,1,0.88,82,85,0.33,0.06,0.01,0.02,0,0,0.91,0.72,1,61,1,1
0,1,1,0,191,1,0,0,0,0.01,1,0,255,1,0,1,1,0,0,0,0,0,3,45,2,1
0,0,0,0,508,1,0,1,1,0,0.99,0,255,1,0,1,0,0,0,0,1,1,1,45,1,1
2,0,15,0,1,7,0,1,0.57,1,0,0.57,167,88,0.32,0.03,0.01,0.02,0.01,0,0.89,0.66,1,61,3,1
0,44,79,0,218,218,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,55,52,0,511,511,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,3,50,2,0
0,46,46,0,112,112,0,0,0,1,0,0,255,247,0.97,0.01,0.01,0,0,0,0,0,3,12,2,0
0,12,0,0,1,1,0,0,0,1,0,0,36,95,0.58,0.08,0.58,0.03,0,0,0,0,1,20,2,0
0,0,0,0,488,1,0.07,0.93,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,1,45,1,1
30,162,32572,1,1,1,0,0,0,1,0,0,3,72,0.33,0.67,0.33,0.03,0,0,0,0.46,1,61,2,0
0,1,0,0,169,89,0,0,0,0.53,0.24,0,255,93,0.36,0.45,1,0,0,0,0,0,3,50,2,0
0,0,0,0,1,1,1,0,0,1,0,0,93,1,0.01,1,1,0,1,1,0,0,1,50,6,1
0,0,0,0,472,1,0.15,0.85,0,0,1,0,255,1,0,0.99,0,0,0.13,1,0.85,0,1,45,4,1
0,0,0,0,507,1,0.12,0.88,1,0,1,0,255,1,0,1,0,0,0.13,0,0.87,1,1,45,1,1
0,43,43,0,142,221,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,53,51,0,458,458,0,0,0,1,0,0,255,255,1,0,0.94,0,0,0,0,0,3,50,2,0
0,0,0,0,2,8,0,1,1,0.5,1,1,255,9,0.04,0.03,0,0,0,0,0.12,1,1,29,1,1
0,1,1,0,62,3,0,0,0,0.05,0.65,0,255,3,0.01,0.72,0.95,0,0,0,0.05,0,3,50,2,0
0,64,0,0,3,3,0,0,0,1,0,0,255,3,0.01,0.01,0.01,0,0,0,0,0,2,16,2,0
0,44,115,0,1,2,0,0,0,1,0,1,255,226,0.89,0.01,0,0,0,0,0.04,0,3,12,2,0
0,47,45,0,138,138,0,0,0,1,0,0,255,254,1,0.01,0.54,0,0,0,0,0,3,50,2,0
0,46,43,0,56,56,0,0,0,1,0,0,255,255,1,0,0.21,0,0,0,0,0,3,50,2,0
23,286,903,1,1,1,0,0,0,1,0,0,255,78,0.31,0.02,0,0,0,0,0.01,0,1,20,2,0
0,44,44,0,209,209,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,3,1,0,0.33,1,0.33,0.67,0,255,1,0,0.04,0.03,0,0,0,0.03,1,1,45,5,1
0,0,0,0,414,1,0.13,0.86,1,0,1,0,255,1,0,0.93,0,0,0.16,0,0.83,1,1,45,1,1
0,0,15,0,1,3,0,1,0.67,1,0,0.67,159,88,0.31,0.03,0.01,0.02,0.02,0.03,0.92,0.64,1,61,3,1
0,1,1,0,473,1,0,0,0,0,0.93,0,255,1,0,0.86,0.99,0,0,0,0,0,3,45,2,1
0,615,0,0,2,2,0,0,0,1,0,0,255,68,0.27,0.02,0.27,0,0,0,0.01,0,1,20,2,0
0,252,0,0,1,1,0,0,0,1,0,0,55,7,0.13,0.05,0.13,0,0,0,0,0,1,20,2,0
0,18,0,0,1,1,0,0,0,1,0,0,1,73,1,0,1,1,0,0,0,0,2,15,2,1
0,54,53,0,509,509,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,3,50,2,0
0,0,36,1,1,7,0,1,1,1,0,1,76,58,0.28,0.07,0.01,0.03,0,0,0.89,0.98,1,48,3,1
0,0,0,0,1,6,1,0,0.33,1,0,0.67,7,3,0.43,0.43,0.14,0,1,1,0,0,1,61,4,1
0,1,0,0,93,13,0,0,0,0.14,0.52,0,255,25,0.1,0.52,0.81,0,0,0,0.19,0,3,50,2,0
0,44,134,0,83,163,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,45,83,0,146,146,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,78202,1203,1,4,15,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,1,1,0,1,1,1,0,0,255,4,0.02,0.99,0.99,0,0,0,0.98,0.25,1,55,3,1
6,0,44,0,1,10,0,1,1,1,0,1,4,59,0.25,0.75,0.25,0.05,0,0,0.5,0.97,1,29,3,1
0,1,1,0,64,1,0,0,0,0.02,0.64,0,255,1,0,0.53,0.87,0,0,0,0.13,0,3,50,2,1
0,105,146,0,3,3,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,3,50,2,0
0,44,44,0,195,195,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,1,1,0,1,1,1,0,0,191,1,0.01,0.66,0.66,0,0,0,0.68,1,1,50,5,1
0,105,146,0,3,2,0,0,0,0.67,0.67,0,255,254,1,0.01,0.01,0,0,0,0,0,3,50,2,0
0,1,1,0,35,1,0,0,0,0.03,0.97,0,255,1,0,0.7,0.97,0,0,0,0.03,0,3,50,2,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.85,0.84,0,0,0,0.84,1,1,45,5,0
1,0,36,1,3,2,0,1,1,0.33,1,1,111,60,0.24,0.05,0.01,0.03,0,0,0.89,1,1,48,3,1
4928,1095,7149,0,1,1,0,1,1,1,0,0,20,7,0.35,0.1,0.05,0,0,0,0.3,0.86,1,1,5,0
0,0,0,0,398,1,0.17,0.83,1,0,1,0,255,1,0,0.92,0,0,0.18,0,0.81,1,1,45,1,1
0,1058,389,1,1,3,0,0,0,1,0,1,255,18,0.07,0.23,0,0,0,0,0.24,0,1,55,2,0
0,0,0,0,4,10,0,1,1,0.25,1,1,255,21,0.08,0.03,0,0,0,0,0.44,1,1,58,1,1
0,52,55,0,507,507,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,3,50,2,0
0,0,0,0,5,3,0,0.8,1,0.2,0.8,1,104,52,0.17,0.05,0.01,0.04,0,0,0.88,1,1,58,1,1
0,282,24572,1,3,3,0.33,0,0,1,0,0,124,255,1,0,0.01,0.02,0.01,0,0,0,1,25,2,0
0,178,10257,1,5,35,0.2,0,0,1,0,0.11,102,255,1,0,0.01,0.01,0.01,0.01,0,0,1,25,7,0
0,0,0,0,1,1,1,0,0,1,0,0,19,86,0.37,0.16,0.05,0.03,1,1,0,0,1,61,4,1
2,24,109,0,2,6,0,0.5,0.5,1,0,0.5,136,85,0.33,0.04,0.01,0.02,0,0,0.88,0.66,1,61,2,1
0,0,0,0,4,9,0,1,1,0.25,1,1,98,43,0.14,0.05,0.01,0.05,0.03,0,0.89,1,1,58,1,1
2359,146,105,0,1,1,0,0,0,1,0,0,255,2,0.01,0.06,0.11,0,0,0,0.01,0,3,45,2,0
0,1480,0,0,9,9,0,0,0,1,0,0,255,9,0.04,0.02,0.04,0,0,0,0,0,2,16,2,0
0,0,0,0,13,1,0,1,1,0.08,0.54,0,16,1,0.06,0.5,0.81,0,0,0,0.81,1,1,50,1,1
0,42,129,0,86,157,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,45,130,0,128,127,0,0,0,0.99,0.02,0,250,191,0.76,0.01,0,0,0,0,0,0,3,12,2,0
0,1,1,0,149,1,0,0,0,0.01,0.69,0,255,1,0,0.76,1,0,0,0,0,0,3,50,2,1
0,0,0,0,1,1,0,0,0,1,0,0,255,128,0.5,0.01,0,0,0,0,0.65,0.31,1,61,2,1
0,0,15,0,4,4,0,0.75,0.5,0.5,0.75,0.5,129,85,0.33,0.04,0.01,0.02,0,0,0.89,0.69,1,61,3,1
0,0,0,0,331,1,0.15,0.83,1,0,1,0,255,1,0,0.98,0,0,0.18,0,0.78,1,1,50,1,1
0,115,0,0,59,59,0,0,0,1,0,0,255,59,0.23,0.04,0.28,0,0,0,0.07,0,3,45,2,0
0,1,1,0,135,1,0,0,0,0.01,1,0,255,1,0,0.84,1,0,0,0,0,0,3,50,2,1
0,0,0,0,4,16,0,0.5,1,0.25,1,1,255,8,0.03,0.03,0,0,0,0,0.2,1,1,58,1,1
0,0,0,0,448,1,0.07,0.93,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,1,45,1,1
0,0,0,0,511,1,0.15,0.85,1,0,1,0,255,1,0,0.9,0,0,0.13,0,0.87,1,1,45,1,1
0,7658,0,0,2,2,0,0,0,1,0,0,199,43,0.2,0.02,0.2,0.05,0,0,0.01,0,1,20,2,0
0,0,0,0,1,2,1,0,0,1,0,1,48,81,0.33,0.06,0.02,0.04,1,0.89,0,0.11,1,29,4,1
0,105,0,0,2,2,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,50,2,0
0,54,53,0,508,508,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,3,50,2,0
0,0,36,1,3,3,0,1,1,0.33,1,1,229,59,0.24,0.02,0,0.03,0.03,0,0.84,1,1,48,3,1
0,0,0,0,511,1,0.15,0.85,1,0,1,0,255,1,0,0.98,0,0,0.14,0,0.86,1,1,45,1,1
2,24,715,0,4,2,0,0.75,0.5,0.5,0.75,0,255,60,0.24,0.03,0,0,0,0.02,0.64,0.72,1,61,2,1
0,0,0,0,1,4,0,1,0.75,1,0,1,255,66,0.26,0.03,0,0,0.01,0,0.69,0.71,1,61,1,1
0,42,42,0,140,140,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,30,0,0,2,1,0,0,0,0.5,1,0,255,3,0.01,0.01,0.01,0,0,0,0,0,2,15,2,0
0,18,0,0,1,1,0,0,0,1,0,0,1,58,1,0,1,1,0,0,0,0,2,15,2,1
0,0,0,0,1,2,1,0,0,1,0,1,243,85,0.33,0.01,0,0.02,1,1,0,0,1,48,4,1
1,0,15,0,1,7,0,1,0.57,1,0,0.57,193,83,0.33,0.03,0.01,0.02,0,0,0.9,0.71,1,61,3,1
0,0,44,0,2,3,0,1,1,0.5,1,1,204,59,0.24,0.02,0,0.03,0,0,0.89,0.98,1,29,3,1
0,0,0,0,105,1,0.16,0.83,1,0.01,1,0,255,1,0,0.36,0,0,0.07,0,0.28,1,1,50,1,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.8,0.78,0,0,0,0.79,1,1,50,5,1
0,1,1,0,20,1,0,0,0,0.05,0.8,0,255,1,0,0.52,0.97,0,0,0,0.03,0,3,45,2,1
0,0,0,0,511,1,0.15,0.85,1,0,1,0,255,1,0,0.96,0,0,0.14,0,0.86,1,1,45,1,1
0,0,0,0,476,1,0.09,0.91,0,0,1,0,255,1,0,1,0,0,0.04,1,0.96,0,1,45,4,1
0,41,131,0,107,186,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,3,3,0,0.67,1,0.33,0.67,1,255,44,0.17,0.06,0,0,0,0,0.35,1,1,29,1,1
2,24,109,0,4,4,0,0.75,0.5,0.5,0.75,0.5,151,85,0.33,0.03,0.01,0.02,0.01,0.01,0.89,0.68,1,61,2,1
0,105,0,0,4,4,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,3,50,2,0
0,45,71,0,379,384,0,0,0,1,0.01,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,4,10,0,1,1,0.25,1,1,255,38,0.15,0.03,0,0,0.01,0,0.67,1,1,58,1,1
0,5929,0,0,16,16,0,0,0,1,0,0,47,22,0.47,0.09,0.47,0,0,0,0,0,1,20,2,0
0,0,0,0,3,5,0,1,1,0.33,1,1,95,64,0.25,0.03,0.01,0.03,0,0,0.84,1,1,48,1,1
0,55,52,0,511,511,0,0,0,1,0,0,255,255,1,0,0.84,0,0,0,0,0,3,50,2,0
0,0,36,1,3,1,0,0.67,1,0.33,1,0,255,37,0.15,0.03,0,0,0,0,0.51,1,1,48,3,1
0,0,0,0,1,7,0,1,0.71,1,0,0.86,163,85,0.33,0.03,0.01,0.02,0,0,0.89,0.68,1,61,1,1
0,1,0,0,120,29,0,0,0,0.24,0.59,0,255,30,0.12,0.79,1,0,0,0,0,0,3,50,2,0
0,0,0,0,3,22,0,1,1,0.33,1,1,70,60,0.27,0.07,0.01,0.03,0.03,0.02,0.89,0.97,1,48,1,1
0,0,0,0,3,19,0,0.67,1,0.33,0.67,1,255,6,0.02,0.7,0,0,0,0,0.06,1,1,29,1,1
0,43,69,0,161,161,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,4,5,0,1,1,0.25,1,1,122,50,0.16,0.04,0.01,0.04,0,0,0.89,1,1,58,1,1
3,0,36,1,4,22,0,1,0.95,0.25,1,1,255,21,0.08,0.03,0,0,0,0,0.3,0.9,1,48,3,1
0,18,0,0,1,1,0,0,0,1,0,0,1,113,1,0,1,1,0,0,0,0,2,15,2,1
0,46,46,0,83,156,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,1,13,0,1,0.85,1,0,0.92,255,9,0.04,0.03,0,0,0.01,0,0.08,0.78,1,61,1,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.63,0.62,0,0,0,0.61,1,1,45,5,0
0,44,76,0,236,235,0,0,0,1,0.01,0,255,253,0.99,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,1,3,1,0,0,1,0,1,12,9,0.33,0.25,0.08,0.33,1,1,0,0,1,48,4,1
0,0,0,0,472,1,0.08,0.92,1,0,1,0,255,1,0,0.99,0,0,0.14,0,0.85,1,1,45,1,1
0,0,0,0,3,3,0,0.67,1,0.33,0.67,1,255,21,0.08,0.4,0,0,0,0,0.17,1,1,29,1,1
0,54,54,0,511,511,0,0,0,1,0,0,255,255,1,0,0.85,0,0,0,0,0,3,50,2,0
0,44,136,0,79,158,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,1,1,1,0,0,1,0,0,158,74,0.34,0.02,0.01,0.03,1,0.72,0,0.28,1,29,4,1
0,0,0,0,1,7,1,0,0,1,0,1,54,81,0.33,0.06,0.02,0.04,1,0.9,0,0.1,1,48,4,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.72,0.71,0,0,0,0.72,1,1,50,5,1
0,1,1,0,225,1,0,0,0,0,1,0,255,1,0,0.9,0.99,0,0,0,0,0,3,45,2,1
0,45,76,0,152,152,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,412,1,0.17,0.81,0,0,1,0,255,1,0,0.95,0,0,0.13,1,0.85,0,1,45,4,1
0,0,0,0,444,1,0.05,0.92,1,0,1,0,255,1,0,1,0,0,0.03,0,0.94,1,1,50,1,1
0,8,0,0,1,47,0,0,0,1,0,1,2,64,1,0,1,0.5,0,0,0,0,2,15,2,1
0,0,0,0,1,3,1,0,0,1,0,1,15,52,0.33,0.2,0.07,0.04,1,0.1,0,0.88,1,48,4,1
0,44,44,0,97,170,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,105,0,0,5,5,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,50,2,0
0,1,1,0,111,1,0,0,0,0.01,0.81,0,255,1,0,0.92,1,0,0,0,0,0,3,50,2,1
0,52,51,0,503,503,0,0,0,1,0,0,255,255,1,0,0.82,0,0,0,0,0,3,50,2,0
0,687,0,0,1,1,0,0,0,1,0,0,62,21,0.11,0.06,0.11,0.1,0,0,0,0,1,20,2,0
0,44,44,0,111,111,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,44,76,0,108,108,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,40008,0,0,3,3,0,0,0,1,0,0,81,81,1,0,1,0,0,0,0,0,2,16,2,0
0,0,83,1,1,1,0,0,0,1,0,0,9,191,0.67,0.22,0.11,0.01,0,0,0,0.02,1,55,2,0
0,28,0,0,38,38,0,0,0,1,0,0,255,38,0.15,0.02,0.15,0,0.21,0,0.37,0,3,50,2,0
2362,150,453,1,1,1,0,1,1,1,0,0,24,1,0.04,0.08,0.04,0,0,0,0.04,1,1,61,3,0
0,868,0,0,1,1,0,0,0,1,0,0,139,15,0.11,0.03,0.11,0,0,0,0,0,1,20,2,0
0,1,0,0,51,6,0,0,0,0.12,0.63,0,255,9,0.04,0.91,0.27,0,0.11,0,0.61,0,3,50,2,0
0,0,0,0,4,7,0,1,1,0.25,1,1,255,13,0.05,0.03,0,0,0,0,0.34,1,1,58,1,1
0,0,0,0,458,1,0.14,0.86,0,0,1,0,255,1,0,0.92,0,0,0.11,1,0.89,0,1,45,4,1
0,0,0,0,511,1,0.15,0.85,1,0,1,0,255,1,0,0.93,0,0,0.13,0,0.87,1,1,45,1,1
0,45,102,0,182,182,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,510,1,0.03,0.95,1,0,1,0,255,1,0,1,0,0,0.02,0,0.96,1,1,50,1,1
0,0,0,0,482,1,0.05,0.95,0,0,1,0,255,1,0,1,0,0,0.06,1,0.94,0,1,45,4,1
0,302,258,1,2,2,0,0,0,1,0,0,247,119,0.48,0.4,0,0,0.01,0,0.45,0.01,1,25,2,0
0,54,51,0,453,453,0,0,0,1,0,0,255,255,1,0,0.94,0,0,0,0,0,3,50,2,0
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.52,0.51,0,0.07,0,0.51,1,1,50,5,1
0,0,0,0,4,6,0,1,1,0.25,1,0.83,106,85,0.29,0.05,0.01,0.02,0.02,0,0.91,0.67,1,61,1,1
0,52,55,0,509,509,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,3,50,2,0
0,46,46,0,147,220,0,0,0,0.99,0.01,0.01,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,1,1,0,125,1,0,0,0,0.01,1,0,255,1,0,0.94,1,0,0,0,0,0,3,50,2,1
0,0,0,0,436,1,0.04,0.96,0,0,1,0,255,1,0,1,0,0,0.05,1,0.95,0,1,45,4,1
0,1,0,0,44,1,0,0,0,0.02,0.8,0,255,1,0,0.55,0.86,0,0,0,0.14,0,3,50,2,1
0,0,0,0,254,1,0.1,0.9,1,0,1,0,255,1,0,0.95,0,0,0.1,0,0.84,1,1,50,1,1
0,0,0,0,1,1,1,0,0,1,0,0,75,1,0.01,1,1,0,1,1,0,0,1,50,6,1
0,105,147,0,4,4,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,50,2,0
0,1,1,0,511,1,0,0,0,0,0.98,0,255,1,0,0.96,1,0,0,0,0,0,3,45,2,1
0,231,12736,1,5,5,0.2,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,1,1,0,52,1,0,0,0,0.02,0.81,0,255,1,0,0.61,0.99,0,0,0,0.01,0,3,50,2,1
27,360,1172,1,1,1,0,0,0,1,0,0,255,89,0.35,0.02,0,0,0,0,0.01,0,1,20,2,0
0,0,48,0,1,11,0,1,0.73,1,0,1,255,128,0.5,0.01,0,0,0,0,0.66,0.33,1,61,3,1
0,1,0,0,82,5,0,0,0,0.06,0.51,0,255,5,0.02,0.47,0.87,0,0,0,0.13,0,3,50,2,0
0,1,1,0,61,1,0,0,0,0.02,1,0,255,1,0,1,1,0,0,0,0,0,3,45,2,1
0,0,0,0,431,1,0.06,0.94,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,1,45,1,1
0,0,0,0,1,22,0,1,0.68,1,0,0.95,255,10,0.04,0.03,0,0,0,0,0.07,0.5,1,61,1,1
0,45,45,0,160,240,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,43,76,0,132,132,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,53,54,0,511,511,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,3,50,2,0
0,0,0,0,4,2,0,0.75,1,0.25,1,1,255,17,0.07,0.02,0,0,0,0,0.25,1,1,58,1,1
0,18,0,0,1,1,0,0,0,1,0,0,1,89,1,0,1,1,0,0,0,0,2,15,2,1
0,0,0,0,510,1,0.05,0.93,1,0,1,0,255,1,0,1,0,0,0.01,0,0.95,1,1,50,1,1
0,0,1452,0,4,10,0.25,0,0,1,0,0.2,253,255,1,0,0,0.01,0,0,0,0,1,25,2,0
0,0,0,0,508,1,0.13,0.87,1,0,1,0,255,1,0,1,0,0,0.18,0,0.82,1,1,45,1,1
0,44,126,0,115,194,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,53,50,0,509,509,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,3,50,2,0
0,105,105,0,3,3,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,3,50,2,0
